@relation SieveQ1_Prediction
@attribute REt real 
@attribute REt-1 real 
@attribute REt-2 real 
@attribute REt-3 real 
@attribute REt-4 real 
@attribute REt-5 real 
@attribute Qt real 
@attribute Qt-1 real
@attribute Qt-2 real 
@attribute Qt+1 real
@data
0.5874,0.618,2.1892,3.879,8.6867,5.634,373.74,328.01,251.69,390.86
1.1279,0.5874,0.618,2.1892,3.879,8.6867,390.86,373.74,328.01,378
1.0986,1.1279,0.5874,0.618,2.1892,3.879,378,390.86,373.74,348.55
1.7123,1.0986,1.1279,0.5874,0.618,2.1892,348.55,378,390.86,321.93
1.7944,1.7123,1.0986,1.1279,0.5874,0.618,321.93,348.55,378,292.66
1.2565,1.7944,1.7123,1.0986,1.1279,0.5874,292.66,321.93,348.55,287.31
2.7902,1.2565,1.7944,1.7123,1.0986,1.1279,287.31,292.66,321.93,305.9
1.8167,2.7902,1.2565,1.7944,1.7123,1.0986,305.9,287.31,292.66,321.93
1.1962,1.8167,2.7902,1.2565,1.7944,1.7123,321.93,305.9,287.31,325.98
1.0265,1.1962,1.8167,2.7902,1.2565,1.7944,325.98,321.93,305.9,305.9
0.5172,1.0265,1.1962,1.8167,2.7902,1.2565,305.9,325.98,321.93,276.62
0.4982,0.5172,1.0265,1.1962,1.8167,2.7902,276.62,305.9,325.98,249.91
0.4296,0.4982,0.5172,1.0265,1.1962,1.8167,249.91,276.62,305.9,226.75
0.1611,0.4296,0.4982,0.5172,1.0265,1.1962,226.75,249.91,276.62,207.16
0.0929,0.1611,0.4296,0.4982,0.5172,1.0265,207.16,226.75,249.91,187.56
0.0748,0.0929,0.1611,0.4296,0.4982,0.5172,187.56,207.16,226.75,172.32
0.0567,0.0748,0.0929,0.1611,0.4296,0.4982,172.32,187.56,207.16,160.64
0.0586,0.0567,0.0748,0.0929,0.1611,0.4296,160.64,172.32,187.56,148.96
0.0205,0.0586,0.0567,0.0748,0.0929,0.1611,148.96,160.64,172.32,140.2
0.0023,0.0205,0.0586,0.0567,0.0748,0.0929,140.2,148.96,160.64,131.44
0,0.0023,0.0205,0.0586,0.0567,0.0748,131.44,140.2,148.96,124.14
0,0,0.0023,0.0205,0.0586,0.0567,124.14,131.44,140.2,116.84
0,0,0,0.0023,0.0205,0.0586,116.84,124.14,131.44,112.46
0,0,0,0,0.0023,0.0205,112.46,116.84,124.14,107.29
0,0,0,0,0,0.0023,107.29,112.46,116.84,103.58
0,0,0,0,0,0,103.58,107.29,112.46,99.86
0,0,0,0,0,0,99.86,103.58,107.29,96.15
0,0,0,0,0,0,96.15,99.86,103.58,92.44
0,0,0,0,0,0,92.44,96.15,99.86,89.96
0,0,0,0,0,0,89.96,92.44,96.15,86.25
0,0,0,0,0,0,86.25,89.96,92.44,83.78
0,0,0,0,0,0,83.78,86.25,89.96,80.06
0,0,0,0,0,0,80.06,83.78,86.25,77.59
0,0,0,0,0,0,77.59,80.06,83.78,75.11
0,0,0,0,0,0,75.11,77.59,80.06,72.64
0,0,0,0,0,0,72.64,75.11,77.59,70.16
0,0,0,0,0,0,70.16,72.64,75.11,68.93
0,0,0,0,0,0,68.93,70.16,72.64,66.45
0,0,0,0,0,0,66.45,68.93,70.16,65.21
0,0,0,0,0,0,65.21,66.45,68.93,63.97
0,0,0,0,0,0,63.97,65.21,66.45,62.74
0,0,0,0,0,0,62.74,63.97,65.21,61.5
0.0197,0,0,0,0,0,61.5,62.74,63.97,59.67
0.0112,0.0197,0,0,0,0,59.67,61.5,62.74,58.76
0,0.0112,0.0197,0,0,0,58.76,59.67,61.5,57.85
0,0,0.0112,0.0197,0,0,57.85,58.76,59.67,56.93
0,0,0,0.0112,0.0197,0,56.93,57.85,58.76,56.02
0,0,0,0,0.0112,0.0197,56.02,56.93,57.85,56.02
0.0253,0,0,0,0,0.0112,56.02,56.02,56.93,55.11
0.0649,0.0253,0,0,0,0,55.11,56.02,56.02,54.19
0.0126,0.0649,0.0253,0,0,0,54.19,55.11,56.02,53.28
0,0.0126,0.0649,0.0253,0,0,53.28,54.19,55.11,52.37
0,0,0.0126,0.0649,0.0253,0,52.37,53.28,54.19,51.45
0,0,0,0.0126,0.0649,0.0253,51.45,52.37,53.28,51.45
0.0037,0,0,0,0.0126,0.0649,51.45,51.45,52.37,50.54
0.0114,0.0037,0,0,0,0.0126,50.54,51.45,51.45,49.63
0.051,0.0114,0.0037,0,0,0,49.63,50.54,51.45,49.63
0.4312,0.051,0.0114,0.0037,0,0,49.63,49.63,50.54,48.71
0.5718,0.4312,0.051,0.0114,0.0037,0,48.71,49.63,49.63,48.71
0.2525,0.5718,0.4312,0.051,0.0114,0.0037,48.71,48.71,49.63,48.71
0.0734,0.2525,0.5718,0.4312,0.051,0.0114,48.71,48.71,48.71,48.71
0.0745,0.0734,0.2525,0.5718,0.4312,0.051,48.71,48.71,48.71,48.71
0.0658,0.0745,0.0734,0.2525,0.5718,0.4312,48.71,48.71,48.71,48.71
0.0571,0.0658,0.0745,0.0734,0.2525,0.5718,48.71,48.71,48.71,49.63
0.2085,0.0571,0.0658,0.0745,0.0734,0.2525,49.63,48.71,48.71,49.63
0.6999,0.2085,0.0571,0.0658,0.0745,0.0734,49.63,49.63,48.71,50.54
1.6012,0.6999,0.2085,0.0571,0.0658,0.0745,50.54,49.63,49.63,51.45
1.5524,1.6012,0.6999,0.2085,0.0571,0.0658,51.45,50.54,49.63,51.45
0.6936,1.5524,1.6012,0.6999,0.2085,0.0571,51.45,51.45,50.54,61.5
0.0645,0.6936,1.5524,1.6012,0.6999,0.2085,61.5,51.45,51.45,129.98
0,0.0645,0.6936,1.5524,1.6012,0.6999,129.98,61.5,51.45,135.82
0.0457,0,0.0645,0.6936,1.5524,1.6012,135.82,129.98,61.5,132.9
0,0.0457,0,0.0645,0.6936,1.5524,132.9,135.82,129.98,116.84
0,0,0.0457,0,0.0645,0.6936,116.84,132.9,135.82,102.34
0,0,0,0.0457,0,0.0645,102.34,116.84,132.9,89.96
0,0,0,0,0.0457,0,89.96,102.34,116.84,81.3
0,0,0,0,0,0.0457,81.3,89.96,102.34,76.35
0,0,0,0,0,0,76.35,81.3,89.96,71.4
0,0,0,0,0,0,71.4,76.35,81.3,68.93
0.4429,0,0,0,0,0,68.93,71.4,76.35,67.69
1.0627,0.4429,0,0,0,0,67.69,68.93,71.4,65.21
1.453,1.0627,0.4429,0,0,0,65.21,67.69,68.93,65.21
1.7936,1.453,1.0627,0.4429,0,0,65.21,65.21,67.69,67.69
1.8844,1.7936,1.453,1.0627,0.4429,0,67.69,65.21,65.21,78.82
1.1954,1.8844,1.7936,1.453,1.0627,0.4429,78.82,67.69,65.21,128.52
0.9366,1.1954,1.8844,1.7936,1.453,1.0627,128.52,78.82,67.69,178.16
1.038,0.9366,1.1954,1.8844,1.7936,1.453,178.16,128.52,78.82,208.94
0.3594,1.038,0.9366,1.1954,1.8844,1.7936,208.94,178.16,128.52,224.97
0.1909,0.3594,1.038,0.9366,1.1954,1.8844,224.97,208.94,178.16,214.28
1.1724,0.1909,0.3594,1.038,0.9366,1.1954,214.28,224.97,208.94,185.78
0.2239,1.1724,0.1909,0.3594,1.038,0.9366,185.78,214.28,224.97,163.56
0.1052,0.2239,1.1724,0.1909,0.3594,1.038,163.56,185.78,214.28,147.5
0.1465,0.1052,0.2239,1.1724,0.1909,0.3594,147.5,163.56,185.78,134.36
1.0475,0.1465,0.1052,0.2239,1.1724,0.1909,134.36,147.5,163.56,124.14
0.6083,1.0475,0.1465,0.1052,0.2239,1.1724,124.14,134.36,147.5,118.3
0.6488,0.6083,1.0475,0.1465,0.1052,0.2239,118.3,124.14,134.36,115.38
0.3791,0.6488,0.6083,1.0475,0.1465,0.1052,115.38,118.3,124.14,116.84
0.1089,0.3791,0.6488,0.6083,1.0475,0.1465,116.84,115.38,118.3,122.68
0.0771,0.1089,0.3791,0.6488,0.6083,1.0475,122.68,116.84,115.38,113.92
0.044,0.0771,0.1089,0.3791,0.6488,0.6083,113.92,122.68,116.84,107.29
0,0.044,0.0771,0.1089,0.3791,0.6488,107.29,113.92,122.68,101.1
0,0,0.044,0.0771,0.1089,0.3791,101.1,107.29,113.92,97.39
0,0,0,0.044,0.0771,0.1089,97.39,101.1,107.29,91.2
0,0,0,0,0.044,0.0771,91.2,97.39,101.1,87.49
0,0,0,0,0,0.044,87.49,91.2,97.39,85.01
0,0,0,0,0,0,85.01,87.49,91.2,82.54
0,0,0,0,0,0,82.54,85.01,87.49,81.3
0,0,0,0,0,0,81.3,82.54,85.01,78.82
0,0,0,0,0,0,78.82,81.3,82.54,75.11
0,0,0,0,0,0,75.11,78.82,81.3,72.64
0,0,0,0,0,0,72.64,75.11,78.82,68.93
0,0,0,0,0,0,68.93,72.64,75.11,66.45
0,0,0,0,0,0,66.45,68.93,72.64,65.21
0,0,0,0,0,0,65.21,66.45,68.93,62.74
0,0,0,0,0,0,62.74,65.21,66.45,61.5
0,0,0,0,0,0,61.5,62.74,65.21,60.59
